title,engine_size,engine_type,total_kms,price,link
BMW 3 Series 316D 116BHP,2016,2.0 Diesel,"155,500 mi","€9,995",/cars-for-sale/bmw-3-series-316d-116bhp/36049842
Autoxpress,Independent Dealer,2015,2.0 Diesel,"€17,995",/cars-for-sale/bmw-3-series-320d-automatic/36981146
Autoxpress,Independent Dealer,2015,2.0 Diesel,"€19,995",/cars-for-sale/bmw-3-series-320d-m-sport-automatic/36981145
ACEE Car Sales ltd,Independent Dealer,2016,2.0 Petrol Plug-in Hybrid,No price found,/cars-for-sale/bmw-330e-nct-and-tax-2024-warranty/35028405
Autoxpress,Independent Dealer,2016,2.0 Diesel,"€21,995",/cars-for-sale/bmw-3-series-320d-m-sport-automatic-/36748031
Autoxpress,Independent Dealer,2016,2.0 Petrol,"€22,995",/cars-for-sale/bmw-3-series-gt-320i-luxury-automatic/36733548
Ardee Car Parts,Independent Dealer,2014,2.0 Diesel,No price found,/cars-for-sale/2014-bmw-320-td/31211077
DG Cars & 4X4 LTD,Independent Dealer,2016,2.0 Diesel,"€18,850",/cars-for-sale/now-reserved/36507307
Long Mile Motors Ltd,Independent Dealer,2015,2.0 Diesel,"€13,000",/cars-for-sale/bmw-320d-xdrive-m-sport-auto-8-speed-warranty/36360701
DG Cars & 4X4 LTD,Independent Dealer,2016,2.0 Diesel,"€14,450",/cars-for-sale/now-reserved/36392533
