title,engine_size,engine_type,total_kms,price,link
BMW 1-Series 125d M-Sport,2014,2.0 Diesel,"315,000 km","€12,000",/cars-for-sale/bmw-1-series-125d-m-sport/37450477
BMW 3-Series 2014 EfficientDynamics F30,2014,2.0 Diesel,"299,150 km","€8,500",/cars-for-sale/bmw-3-series-2014-efficientdynamics-f30/37450373
2014 BMW X5,2014,3.0 Diesel,"112,000 mi","€11,995",/cars-for-sale/2014-bmw-x5/37610194
BMW 4 Series Convertible 420D,2016,2.0 Diesel,"155,000 km","€20,500",/cars-for-sale/bmw-4-series-convertible-420d/37504756
Merlin Car Auctions,Independent Dealer,2015,3.0 Diesel,No price found,/cars-for-sale/bmw-3-series-msp-2tb-z3mf-auto-2993/37609453
BMW 420D M sport,2015,2.0 Diesel,"120,000 mi","€18,500",/cars-for-sale/bmw-420d-m-sport/37450056
Kilternan Cars,Independent Dealer,2016,2.0 Diesel,"€28,999",/cars-for-sale/bmw-x5-xdrive25d-b-sport-7-z17c-4dr-auto-m-g1-2tb7/37420898
BMW 5-Series 2016,2016,3.0 Diesel,"36,500 km",No price found,/cars-for-sale/bmw-5-series-2016/37449911
BMW 3-Series 2015  Low Mileage Excellent condition,2015,2.0 Diesel,"102,700 km","€13,000",/cars-for-sale/bmw-3-series-2015-low-mileage-excellent-condition/37504513
BMW 5-Series m3 m4 .m5. 535d.trade in considered,2016,3.0 Diesel,"92,000 km","€32,000",/cars-for-sale/bmw-5-series-m3-m4-m5-535d-trade-in-considered/36760722
Kevin Kennedy Motors,Independent Dealer,2015,2.0 Diesel,"€19,995",/cars-for-sale/bmw-5-series-520-d-f10-m-sport-4dr-auto/36523967
Bmw 520,2015,2.0 Diesel,"185,000 mi","€10,250",/cars-for-sale/bmw-520/37557662
BMW 520D F10 M Sport AUTO,2016,2.0 Diesel,6 days,"€22,995",/cars-for-sale/bmw-520d-f10-m-sport-auto/37609356
Carhill Cars,Independent Dealer,2015,0.6 Petrol Hybrid,No price found,/cars-for-sale/bmw-i3-125kw-range-extender-5dr-auto-loft-int-wor/34995468
2015 BMW 640d Msport+ GC,2015,3.0 Diesel,"67,000 mi","€28,500",/cars-for-sale/2015-bmw-640d-msport-gc/36643516
BMW 520d Msport,2015,2.0 Diesel,"212,197 km","€17,000",/cars-for-sale/bmw-520d-msport/37608561
BMW 428i M Sport Coupe,2016,2.0 Petrol,"104,000 km","€21,950",/cars-for-sale/bmw-428i-m-sport-coupe/37575809
BMW 525D M Sport. Timing Chain done,2015,2.0 Diesel,"195,000 km","€16,500",/cars-for-sale/bmw-525d-m-sport-timing-chain-done/37448644
Font Motor Sales,Independent Dealer,2016,2.0 Diesel,"€18,995",/cars-for-sale/161-bmw-520d-se-auto-sunroof-wide-screen/37108292
Automatic Motor Car Centre,Independent Dealer,2014,1.6 Petrol,"€13,450",/cars-for-sale/bmw-1-series-bmw-116i-style-reverse-camera-park/37259009
Automatic Motor Car Centre,Independent Dealer,2015,1.6 Petrol,"€15,950",/cars-for-sale/bmw-1-series-bmw-116i-sport-automatic-68k-kms-/37254008
Automatic Motor Car Centre,Independent Dealer,2015,1.6 Petrol,"€16,950",/cars-for-sale/bmw-1-series-1-series-118i-auto-reverse-camera/35410178
2016 BMW X5 30D X DRIVE M SPORT M PERFORMANCE,2016,3.0 Diesel,"127,500 mi","€35,000",/cars-for-sale/2016-bmw-x5-30d-x-drive-m-sport-m-performance/37608135
Caledon Motors Ltd,Independent Dealer,2016,3.0 Diesel,"€23,500",/cars-for-sale/-/36929561
ZFF Automotive,Independent Dealer,2016,2.0 Diesel,"€21,950",/cars-for-sale/2016-bmw-f10-520d-m-sport-m-performance/37525190
Galaxy Motors Ltd,Independent Dealer,2014,2.0 Diesel,"€15,995",/cars-for-sale/142-bmw-520-d-f10-m-sport-4dr-auto-body-kit-/36917213
BMW 530D 2015 M-SPORT,2015,3.0 Diesel,"91,600 mi","€17,250",/cars-for-sale/bmw-530d-2015-m-sport/37007793
Grant Motors Ltd,Independent Dealer,2016,2.0 Diesel,"€21,998",/cars-for-sale/2016-162-bmw-520d-m-sport-lci-new-nct/37606419
BMW 5-Series 2016,2016,2.0 Diesel,"167,000 km","€15,700",/cars-for-sale/bmw-5-series-2016/37605936
Eddie Garry Cars,Independent Dealer,2014,2.0 Diesel,"€10,750",/cars-for-sale/2014-bmw-116d/37638468?campaign=3
Kylemore Cars,Independent Dealer4.7/5,2016,1.5 Petrol,"€17,450",/cars-for-sale/bmw-1-series-118i-m-sport-low-mileage-reverse/37350720?campaign=3
Frank Wray Cars Ltd,Independent Dealer,2016,2.0 Diesel,"€18,950",/cars-for-sale/bmw-3-series-2016-161leatherautomaticmintfsh/37625815?campaign=3
Jack Martin Motors,Independent Dealer,2016,2.0 Diesel,"€21,450",/cars-for-sale/bmw-5-series-520d-m-sport-m-performance-kit/37514012
Grant Motors Ltd,Independent Dealer,2016,2.0 Diesel,"€20,998",/cars-for-sale/2016-161-bmw-420d-m-sport-gran-coupe/37605616
Mac's Motors,Independent Dealer,2015,2.0 Diesel,"€11,995",/cars-for-sale/2015-bmw-318d-se-low-miles/37605439
7 Seaters Ireland,Independent Dealer,2014,1.6 Petrol,"€12,900",/cars-for-sale/bmw-1-series-1-6-petrol-automatic-low-mileage-2-k/37181902
DG Autos,Independent Dealer,2014,3.0 Diesel,"€29,300",/cars-for-sale/bmw-x5-30d-m-sport-with-extras/37018145
R1 Autos,Independent Dealer,2015,2.0 Diesel,"€19,995",/cars-for-sale/now-reserved/37359859
Glenn Cahill Cars,Independent Dealer,2016,2.0 Diesel,"€17,950",/cars-for-sale/2016-bmw-218d-gran-tourer-7-seat-luxury-automatic/37418281
Michael Grant Motors,Independent Dealer4.6/5,2016,2.0 Petrol Plug-in Hybrid,"€31,250",/cars-for-sale/bmw-x5-xdrive40e-2-0-petrol-hybrid-automatic-im/36722182
Bloomfield Car Sales,Independent Dealer,2014,2.0 Diesel,"€17,950",/cars-for-sale/bmw-x3-2014-m-sport-s-drive-auto-service-history/37180884
Colm Quinn BMW Galway,Franchise Dealer4.5/5,2016,2.0 Diesel,"€21,995",/cars-for-sale/bmw-5-series-520d-se-saloon/37382506
Alton Motors,Independent Dealer,2015,1.6 Petrol,"€14,450",/cars-for-sale/bmw-1-series-sport/37459716
PAYTRADE ( Quality Car Sales ),Independent Dealer,2015,2.0 Diesel,"€19,999",/cars-for-sale/2015-bmw-520-msport-automatic/37232717
Marble City Motors,Independent Dealer,2016,2.0 Diesel,"€21,950",/cars-for-sale/bmw-5-series-520-d-f10-m-sport-4dr-auto/36871052
Marble City Motors,Independent Dealer,2016,2.0 Diesel,"€17,450",/cars-for-sale/bmw-x1-sdrive18d-se/36029578
BMW 420D,2014,2.0 Diesel,7 days,"€8,450",/cars-for-sale/bmw-420d/37506349
Automatic Motor Car Centre,Independent Dealer,2014,1.6 Petrol,"€15,950",/cars-for-sale/bmw-1-series-116i-m-sport-push-start-button-r/36261528
Colm Quinn BMW Athlone,Franchise Dealer4.5/5,2016,2.0 Diesel,"€22,995",/cars-for-sale/bmw-5-series-520d-luxury/37346058
WILLOWWOOD CARS,Independent Dealer,2014,2.0 Diesel,"€11,950",/cars-for-sale/bmw-5-series-touring-automatic-2014/36686839
INCLUSIVE CAR SALES,Independent Dealer,2015,2.0 Diesel,"€12,995",/cars-for-sale/bmw-3-series-2015-320d-m-sport-body-kit/37438540
Nally Bros,Franchise Dealer,2015,2.0 Diesel,"€14,500",/cars-for-sale/bmw-5-series-518d-5e32-4dr-auto-se-g1/37054665
Colm Quinn BMW Athlone,Franchise Dealer4.5/5,2016,2.0 Diesel,"€29,995",/cars-for-sale/bmw-x3-xdrive20d/37458167
BMW 1 Series M Sport 2014,2014,2.0 Diesel,"140,000 mi","€10,000",/cars-for-sale/bmw-1-series-m-sport-2014/36743857
Quantum Autos,Independent Dealer,2016,2.0 Diesel,"€19,995",/cars-for-sale/bmw-5-series-2016-520d-m-sport-automatic-98-p-w/36847443
Azkar,Independent Dealer,2016,2.0 Diesel,"€19,995",/cars-for-sale/bmw-5-series-2016-520d-m-sport-automatic-98-p-w/36847625
Mark Williams Car Sales,Independent Dealer,2014,2.0 Diesel,"€12,995",/cars-for-sale/bmw-5-series-2014-520d-auto-luxury-2-0d-150bhp/37233203
BMW 420d Gran coupe,2015,2.0 Diesel,"135,000 mi","€15,500",/cars-for-sale/bmw-420d-gran-coupe/37602174
Gillespie Car Sales,Independent Dealer,2016,2.0 Diesel,"€17,500",/cars-for-sale/bmw-4-series-2016/37602107
BMW 520d F10 Msport PLUS,2016,2.0 Diesel,"94,619 mi","€20,000",/cars-for-sale/bmw-520d-f10-msport-plus/37602044
BMW 5-Series 2015 M-Sport,2015,2.0 Diesel,"127,000 mi","€17,900",/cars-for-sale/bmw-5-series-2015-m-sport/37388512
Bwm 420D,2014,2.0 Diesel,"127,000 mi","€16,250",/cars-for-sale/bwm-420d/37388404
Eddie Garry Cars,Independent Dealer,2014,2.0 Diesel,"€10,750",/cars-for-sale/2014-bmw-116d/37638468?campaign=3
SPOTLIGHT,2015,3.0 Diesel,"288,542 km","€25,000",/cars-for-sale/bmw-x6-f16-with-2-years-bmw-parts-warranty/37656546?campaign=3
SPOTLIGHT,2014,1.6 Petrol,"80,000 km","€12,500",/cars-for-sale/bmw-1-series/36994115?campaign=3
2018 BMW 316 2L Diesel Manual,2016,2.0 Diesel,"119,000 mi","€15,100",/cars-for-sale/2018-bmw-316-2l-diesel-manual/37388288
Mike Cosgrave Car Sales,Independent Dealer,2016,1.5 Diesel,"€13,950",/cars-for-sale/bmw-1-series-2016-m-sport-automatic/37522833
BMW 2-Series 2015,2015,1.5 Diesel,95 km,"€11,950",/cars-for-sale/bmw-2-series-2015/36008301
Walsh Autos,Independent Dealer,2014,2.0 Diesel,"€11,950",/cars-for-sale/bmw-5-series-d-f10-se-4dr-auto/37122768
Automatic Motor Car Centre,Independent Dealer,2014,1.6 Petrol,"€13,950",/cars-for-sale/bmw-1-series-116i-style-58k-kms-1-series-auto/36261520
🔥2014 BMW 316d Sport🔥,2014,2.0 Diesel,"129,000 mi",No price found,/cars-for-sale/2014-bmw-316d-sport/37601532
Auto Solutions Weston,Independent Dealer,2014,2.0 Diesel,"€29,995",/cars-for-sale/bmw-x5-2-0d-m-sport-sdrive-318bhp/36944528
West Dublin Motor Company,Independent Dealer,2015,3.0 Diesel,"€26,995",/cars-for-sale/bmw-4-series-xdrive-m-sport-gran-coupe-4/36455493
Bmw I3 2014 ### Very low mileage ###,2014,Electric,"15,971 km","€10,950",/cars-for-sale/bmw-i3-2014-very-low-mileage/34432341
Kearys CarStore Limerick,Independent Dealer4.6/5,2016,2.0 Petrol Plug-in Hybrid,"€18,690",/cars-for-sale/bmw-3-series-330e-sport/37563632
Kearys CarStore Limerick,Independent Dealer4.6/5,2016,3.0 Diesel,"€35,890",/cars-for-sale/bmw-x5-xdrive30d-m-sport/37553839
BMW 5-Series 2014,2014,2.0 Diesel,"171,455 km","€13,000",/cars-for-sale/bmw-5-series-2014/37386473
Automatic Motor Car Centre,Independent Dealer,2014,1.6 Petrol,"€14,950",/cars-for-sale/bmw-1-series-1-series-116i-sport-auto/35410184
Trim Car Sales,Independent Dealer,2016,3.0 Diesel,"€35,950",/cars-for-sale/bmw-7-series-730ld-258bhp-huge-spec/37263381
BMW 5-Series 2014,2014,2.0 Diesel,"177,500 mi","€8,750",/cars-for-sale/bmw-5-series-2014/37385399
BMW 1-Series 2015,2015,1.6 Petrol,"79,000 mi","€13,000",/cars-for-sale/bmw-1-series-2015/37036126
BMW 520D MSPORT,2015,2.0 Diesel,"170,000 mi","€16,000",/cars-for-sale/bmw-520d-msport/37385343
Eco Cars,Independent Dealer,2014,18.8 kWh Electric,"€10,900",/cars-for-sale/bmw-i3-2014/37598684
2014 Bmw 5-series,2014,2.0 Diesel,"160,000 mi","€8,950",/cars-for-sale/2014-bmw-5-series/36494361
Kearys CarStore,Independent Dealer4.4/5,2016,2.0 Diesel,"€21,888",/cars-for-sale/bmw-4-series-418d-se-gran-c2-z4bm-4dr-auto/37034803
Wright Choice Autos,Independent Dealer,2016,2.0 Petrol Plug-in Hybrid,"€32,950",/cars-for-sale/2016-bmw-x5-2-0-plug-in-hybrid-nct-08-26-tax-10-24/35628882
MotorWay,Independent Dealer,2016,2.0 Diesel,€0,/cars-for-sale/bmw-520d-m-sport-auto/37456286
O'Connell Automotive Ltd,Independent Dealer,2014,2.0 Diesel,"€13,999",/cars-for-sale/2014-bmw-3-series-2-0d-se-with-m-sport-alloys/35465778
BMW 520d F10 MSport PLUS,2016,2.0 Diesel,"115,000 mi","€19,900",/cars-for-sale/bmw-520d-f10-msport-plus/37144200
O'Connell Automotive Ltd,Independent Dealer,2016,2.0 Petrol Plug-in Hybrid,"€19,999",/cars-for-sale/2016-bmw-330e-se-m-sport-allows-auto-phev/33328050
BMW 7-Series 2014 SE LD,2014,3.0 Diesel,"100,000 km","€19,750",/cars-for-sale/bmw-7-series-2014-se-ld/37382763
M QUINN MOTORS,Independent Dealer,2014,3.0 Diesel,No price found,/cars-for-sale/2014-bmw-430d-m-sport-coupe-auto/34998623
Bmw 520D msport,2015,2.0 Diesel,"135,000 mi","€16,500",/cars-for-sale/bmw-520d-msport/36894587
O'Connell Automotive Ltd,Independent Dealer,2016,2.0 Petrol Plug-in Hybrid,"€16,999",/cars-for-sale/2016-bmw-330e-luxury-hybrid-automatic/37476026
Ratoath Motor Centre,Independent Dealer,2015,2.0 Diesel,"€19,950",/cars-for-sale/bmw-5-series-se/37348939
Dean Burke Cars,Independent Dealer,2016,1.5 Diesel,"€14,340",/cars-for-sale/7-seats-bmw-diesel/36845260?campaign=3
SPOTLIGHT,2015,2.0 Diesel,"170,000 mi","€11,500",/cars-for-sale/2015-bmw-5-series-f10-business-low-mile-motor/37629882?campaign=3
Kylemore Cars,Independent Dealer4.7/5,2016,1.5 Petrol,"€17,450",/cars-for-sale/bmw-1-series-118i-m-sport-low-mileage-reverse/37350720?campaign=3
Motor Wholesales,Independent Dealer,2016,3.0 Petrol,"€49,900",/cars-for-sale/161-bmw-m3-competition-manual-f80-mineral-grey/37063070
Curragha Motors,Independent Dealer,2015,1.5 Petrol,"€15,950",/cars-for-sale/bmw-1-series-1-5-automatic/36794340
BMW 5 series,2016,2.0 Diesel,"267,000 km",€1,/cars-for-sale/bmw-5-series/37595761
Nearys Lusk,Franchise Dealer,2016,2.0 Diesel,"€18,950",/cars-for-sale/bmw-3-series-316d-se-zlbf-4dr-auto/37595751
BMW 5-Series 520D SE Saloon,2014,2.0 Diesel,"196,000 mi","€10,000",/cars-for-sale/bmw-5-series-520d-se-saloon/37383479
Colm Quinn BMW Athlone,Franchise Dealer4.5/5,2015,1.5 Diesel,"€16,995",/cars-for-sale/bmw-1-series-116d-se/37135457
Colm Quinn BMW Galway,Franchise Dealer4.5/5,2016,1.5 Diesel,"€19,995",/cars-for-sale/bmw-1-series-116d-se-5-door-sports-hatch/37101752
Bmw 420d grand coupe,2014,2.0 Diesel,"182,123 km","€16,500",/cars-for-sale/bmw-420d-grand-coupe/36530014
T-Met Ltd,Independent Dealer,2015,2.0 Diesel,"€1,234",/cars-for-sale/2015-bmw-5-series-breaking-for-parts/36711832
Ratoath Motor Centre,Independent Dealer,2014,3.0 Diesel,"€21,777",/cars-for-sale/bmw-4-series-430d-m-sport-auto/35450427
High Spec BMW X5 7 - Seater M-SPORT 30D,2015,3.0 Diesel,"88,000 mi","€36,950",/cars-for-sale/high-spec-bmw-x5-7-seater-m-sport-30d/37432211
Kearys CarStore,Independent Dealer4.4/5,2016,1.5 Petrol,"€18,888",/cars-for-sale/bmw-1-series-dba-1r15-5dr-auto/37285250
2014 bmw x5.m sport,2014,3.0 Diesel,"155,000 mi","€25,500",/cars-for-sale/2014-bmw-x5-m-sport/36586251
BMW 420xd 2015 manual,2015,2.0 Diesel,"125,000 mi","€22,500",/cars-for-sale/bmw-420xd-2015-manual/37593143
Branco Motors Ltd,Independent Dealer,2014,2.0 Diesel,"€16,950",/cars-for-sale/bmw-420d-m-sport-auto/37592625
151 BMW 320 30 AUTO NCT04/26,2015,2.0 Diesel,"139,890 km","€11,700",/cars-for-sale/151-bmw-320-30-auto-nct04-26/33142035
14 Bmw X5 2.5D..Msport..7seats..Panoramic..,2014,2.0 Diesel,"131,000 mi","€28,900",/cars-for-sale/14-bmw-x5-2-5d-msport-7seats-panoramic-/37533224
MK Auto Sales,Independent Dealer,2014,1.6 Petrol,"€12,900",/cars-for-sale/bmw-1-series-116i-style-auto/36468699
BMW 320d Msport,2016,2.0 Diesel,"148,000 mi","€16,250",/cars-for-sale/bmw-320d-msport/36180619
Mooneys Hyundai Deansgrange,Franchise Dealer4.9/5,2014,1.5 Petrol Plug-in Hybrid,"€39,995",/cars-for-sale/bmw-i8-1-5i-2dr-auto-car-of-the-week/36238799
Ruson Motor Company,Independent Dealer,2016,2.0 Diesel,"€17,750",/cars-for-sale/162-bmw-520d-2-0-warranty-new-nct-tax/37396199
Bmw 520D M Sport,2016,2.0 Diesel,"146,000 mi","€16,000",/cars-for-sale/bmw-520d-m-sport/37590093
BMW 5-Series 2014 M-Sport,2014,2.0 Diesel,"174,000 km","€13,250",/cars-for-sale/bmw-5-series-2014-m-sport/37374941
BMW 1 series 11699,2014,1.6 Petrol,"88,351 km",€1,/cars-for-sale/bmw-1-series-11699/37589948
Autoline Car Sales,Independent Dealer,2016,2.0 Diesel,"€15,950",/cars-for-sale/bmw-5-series-d-f10-m-sport-4dr-auto-525d/37182369
Paul Mc Govern Car Sales,Independent Dealer,2014,2.0 Diesel,"€16,999",/cars-for-sale/bmw-x3-sdr-18d-se-wy12-4dr-auto-service-his/35106595
Darren Hayes T/A DH Westlink Ltd,Franchise Dealer,2016,2.0 Diesel,"€26,445",/cars-for-sale/bmw-3-series-f34-d-luxury-gran-turismo-5dr/36199384
BMW 5-Series F11,2016,2.0 Diesel,"127,000 km","€18,900",/cars-for-sale/bmw-5-series-f11/37589684
Brian Walsh Car Sales,Independent Dealer,2016,2.0 Diesel,"€16,950",/cars-for-sale/bmw-3-series-efficient-dynamics-plus-auto-f30-d/37589431
M.W.M Value Vehicles,Independent Dealer,2015,1.5 Diesel,"€6,950",/cars-for-sale/bmw-1-series-2015/37350175
SPOTLIGHT,2016,2.0 Petrol Plug-in Hybrid,"26,500 mi","€37,999",/cars-for-sale/bmw-x5-40e-panoramic-sunroofimmaculate-condition/37633020?campaign=3
ZWL Autos,Independent Dealer,2015,2.0 Petrol Plug-in Hybrid,"€28,950",/cars-for-sale/152-bmw-x5-40e-m-sport-xdrive-hybrid/37143581?campaign=3
SPOTLIGHT,2015,2.0 Diesel,"170,000 mi","€11,500",/cars-for-sale/2015-bmw-5-series-f10-business-low-mile-motor/37629882?campaign=3
M.W.M Value Vehicles,Independent Dealer,2014,2.0 Diesel,"€9,995",/cars-for-sale/bmw-5-series-2014-automatic/37588604
BMW X6 M50d,2014,3.0 Diesel,"94,000 mi","€36,995",/cars-for-sale/bmw-x6-m50d/37588078
O'Connell Automotive Ltd,Independent Dealer,2014,2.0 Diesel,"€15,999",/cars-for-sale/2014-bmw-420d-m-sport-auto-xdrive/37588034
161 BMW 520d M-Sport,2016,2.0 Diesel,"192,000 mi","€12,650",/cars-for-sale/161-bmw-520d-m-sport/37372762
BMW 20142,2014,2.0 Diesel,9 days,"€9,800",/cars-for-sale/bmw-20142/37587860
BMW 420d,2016,2.0 Diesel,"106,200 mi","€19,500",/cars-for-sale/bmw-420d/36496676
Kingdom Motors,Independent Dealer,2014,2.0 Diesel,"€12,400",/cars-for-sale/estate-nct-09-25-high-spec/37587142
BMW 3-Series 2014,2014,2.0 Diesel,"182,500 km","€10,500",/cars-for-sale/bmw-3-series-2014/37586966
Automatic Motor Car Centre,Independent Dealer,2015,1.6 Petrol,"€16,950",/cars-for-sale/bmw-1-series-116i-automatic-1-series-style-editio/35858888
Kearys CarStore,Independent Dealer4.4/5,2014,3.0 Diesel,"€20,888",/cars-for-sale/bmw-7-series-730-d-f01-m-sport-4dr-auto/37453822
Kearys CarStore,Independent Dealer4.4/5,2016,2.0 Diesel,"€21,888",/cars-for-sale/bmw-5-series-520-d-f11-m-sport-5dr-auto/37327268
BMW 1-Series 116d 3Dr Sport 2014,2014,2.0 Diesel,"121,000 mi","€11,250",/cars-for-sale/bmw-1-series-116d-3dr-sport-2014/37295135
Ultimate Cars,Independent Dealer4.9/5,2016,2.0 Diesel,"€15,950",/cars-for-sale/2016-bmw-420d-gran-sport-12-month-warranty-finance/37479502
SORRY THIS CAR IS NOW RESERVED,2014,3.0 Petrol,"62,000 mi",No price found,/cars-for-sale/sorry-this-car-is-now-reserved/37584946
BMW 2-Series 2015,2015,1.5 Diesel,"124,000 mi","€14,800",/cars-for-sale/bmw-2-series-2015/37369631
RHR Motors,Independent Dealer,2014,2.0 Diesel,"€17,950",/cars-for-sale/2014-bmw-520d-msport-auto/37457596
Autopoint Greystones,Independent Dealer,2015,1.5 Petrol,"€13,950",/cars-for-sale/bmw-218i-active-tourer-automatic/37387241
JC Autos,Independent Dealer,2016,2.0 Petrol Plug-in Hybrid,"€16,950",/cars-for-sale/2016-bmw-330e-auto/37302882
Braeside Car Sales,Independent Dealer,2014,2.0 Diesel,No price found,/cars-for-sale/2014-bmw-320d-m-sport-x-drive-4wd-mint-car/36897790
Braeside Car Sales,Independent Dealer,2014,2.0 Diesel,No price found,/cars-for-sale/2014-bmw-320d-m-sport-loads-of-extras/35994048
Oliver Walsh Auto,Independent Dealer,2014,2.0 Diesel,"€13,950",/cars-for-sale/bmw-3-series-f31-d-efficiency-dynam-business-5dr/37358566
BMW f10 M-Sport 2014,2014,2.0 Diesel,"305,000 km","€12,000",/cars-for-sale/bmw-f10-m-sport-2014/37532691
161 BMW 320 F30 EFFIC DYNAMICS PLUS,2016,2.0 Diesel,"124,512 mi","€10,950",/cars-for-sale/161-bmw-320-f30-effic-dynamics-plus/35984902
City West Cars,Independent Dealer,2016,2.0 Diesel,"€21,950",/cars-for-sale/bmw-x1-sdr18d-automatic-only-61000klms-beau/37226010
John Linnane Motors Ltd,Franchise Dealer,2016,2.0 Diesel,"€17,995",/cars-for-sale/bmw-5-series-520d-se-4dr-auto/37583599
John Linnane Motors Ltd,Franchise Dealer,2015,2.0 Diesel,"€22,995",/cars-for-sale/bmw-x3-deposit-taken-xdrive20d-xline-5dr-auto/37583595
Midland Car Sales,Independent Dealer,2016,2.0 Diesel,"€16,900",/cars-for-sale/bmw-5-series-520d-se-beige-leather/37583623
Dunne Motor Services,Independent Dealer,2014,2.0 Diesel,"€17,899",/cars-for-sale/bmw-5-series-stunning-m-sport-518d-auto-sat-nav/37583487
BMW 520 Taxed and Tested,2014,2.0 Diesel,"184,000 mi","€11,450",/cars-for-sale/bmw-520-taxed-and-tested/37367780
Stuarts Garages Ltd,Franchise Dealer,2016,2.0 Diesel,"€28,450",/cars-for-sale/bmw-x3-2-0d-xdrive-20d-m-sport-auto/37582826
O Sullivan Cars,Independent Dealer,2015,3.0 Diesel,"€28,995",/cars-for-sale/2015-152-bmw-640d-m-sport-coupe-low-km-nct4-36/37424059?campaign=3
Eddie Garry Cars,Independent Dealer,2014,2.0 Diesel,"€10,750",/cars-for-sale/2014-bmw-116d/37638468?campaign=3
Automatic Motor Car Centre,Independent Dealer,2014,1.6 Petrol,"€14,950",/cars-for-sale/bmw-1-series-bmw-1-series-automatic-116i-m-sport/37286048?campaign=3
BMW 330e,2016,2.0 Petrol Plug-in Hybrid,"170,000 mi","€10,495",/cars-for-sale/bmw-330e/37270109
BMW 5-Series 520d 2015 NCT 01/2026,2015,2.0 Diesel,"183,000 mi","€10,000",/cars-for-sale/bmw-5-series-520d-2015-nct-01-2026/36994988
BMW 520d Msport,2014,2.0 Diesel,"130,000 mi","€16,500",/cars-for-sale/bmw-520d-msport/37529393
Automatic Motor Car Centre,Independent Dealer,2014,1.6 Petrol,"€14,950",/cars-for-sale/bmw-1-series-1-series-automatic62k-kms-116i-spo/35840837
Wilsons Auctions (Dublin Car Department),Independent Dealer,2016,2.0 Petrol,No price found,/cars-for-sale/bmw-3-series-f30-e-sport-4dr-auto-1998cc/37581195
BMW X5 30D,2015,3.0 Diesel,"90,000 mi","€20,000",/cars-for-sale/bmw-x5-30d/37581149
Denis & Mary Ryan,Franchise Dealer,2015,2.0 Diesel,"€15,950",/cars-for-sale/bmw-5-series-d-f10-se-4dr-auto/37581083
O'Regan Motors,Independent Dealer,2016,1.5 Petrol,"€17,495",/cars-for-sale/bmw-1-series-118i-1-5-petrol-sport-auto/37580956
BMW i3 2014,2014,18.8 kWh Electric,"88,327 km","€8,700",/cars-for-sale/bmw-i3-2014/37580923
Dunshaughlin Motor Company,Independent Dealer,2014,2.0 Diesel,"€19,950",/cars-for-sale/bmw-4-series-420d-se-convertible-a-t-1-owner-hug/37580899
ZuCar Drogheda,Independent Dealer,2016,2.0 Petrol,"€27,900",/cars-for-sale/bmw-z4-sdrive18i/37552749
Pauric Connolly Cars,Independent Dealer,2016,2.0 Diesel,"€25,950",/cars-for-sale/bmw-x5-2016/37580884
BMW 5-Series M-Sport 2.0 ltr Diesel,2014,2.0 Diesel,"221,000 km","€12,300",/cars-for-sale/bmw-5-series-m-sport-2-0-ltr-diesel/36327842
152 BMW Series 1,2015,1.5 Diesel,"96,000 mi","€12,800",/cars-for-sale/152-bmw-series-1/37365484
BMW 5-Series 2014,2014,2.0 Diesel,"186,982 km","€11,999",/cars-for-sale/bmw-5-series-2014/36861148
Automatic Motor Car Centre,Independent Dealer,2014,1.6 Petrol,"€13,950",/cars-for-sale/bmw-1-series-1-series-automatic-116i-sport-auto/35857598
Charton Motor Company,Independent Dealer,2015,1.5 Petrol Plug-in Hybrid,"€49,995",/cars-for-sale/bmw-i8-1-5-hybrid/29513250
BMW 520D Luxury Auto,2014,2.0 Diesel,"186,500 mi","€9,450",/cars-for-sale/bmw-520d-luxury-auto/37479729
Ultimate Cars,Independent Dealer4.9/5,2015,18.8 kWh Electric,"€11,500",/cars-for-sale/2015-bmw-i3-bev-12-months-warranty-finance/34367469
Leinster Motor Group,Independent Dealer4.5/5,2016,2.0 Diesel,"€17,950",/cars-for-sale/bmw-5-series-520d-luxury-automatic-2016/37546411
BMW 4-Series 2015  435D -Convertible,2015,3.0 Diesel,"137,000 mi","€21,000",/cars-for-sale/bmw-4-series-2015-435d-convertible/36741871
Premium Motors,Independent Dealer,2014,1.6 Petrol,"€13,750",/cars-for-sale/bmw-1-series-automatic/36526568
Bmw 320d,2014,2.0 Diesel,"185,000 mi","€7,250",/cars-for-sale/bmw-320d/36781928
BMW 318d M-Sport,2014,2.0 Diesel,"127,000 mi","€13,750",/cars-for-sale/bmw-318d-m-sport/37362452
Motorcare Cars & Customising,Independent Dealer,2015,2.0 Diesel,"€10,950",/cars-for-sale/2015-bmw-x1-se-s16d-manual/36848690
Galaxy Motors Ltd,Independent Dealer,2014,2.0 Diesel,"€10,995",/cars-for-sale/2014-bmw-x1-xdrive-xline-automatic-new-nct-05-25/36650949
BMW 4-Series 2014 M-Sport,2014,3.0 Diesel,"159,000 km","€22,450",/cars-for-sale/bmw-4-series-2014-m-sport/37362197
LMR Car Sales,Independent Dealer,2016,3.0 Diesel,"€24,950",/cars-for-sale/bmw-430d-m-sport-plus/37505438
BMW 5-Series,2016,2.0 Diesel,"118,000 mi","€14,500",/cars-for-sale/bmw-5-series/37576794
McGrath Motors,Independent Dealer,2015,2.0 Diesel,"€12,999",/cars-for-sale/bmw-2-series-2015-low-mileage/37576230
